Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
NCKAP1L	Malignant melanoma	6	1	aug2014	not provided
HNF4A	Maturity-onset diabetes of the young,  type 1	41	5	aug2014	Likely pathogenic
PRSS12	AllHighlyPenetrant	13	5	aug2014	Uncertain significance
FBN2	not provided	106	7	aug2014	Benign
FBN3	Malignant melanoma	7	2	aug2014	not provided
AIFM1	not provided	9	3	aug2014	Benign
SCN1B	not provided	32	7	aug2014	Benign
SCN1A	Severe myoclonic epilepsy in infancy	315	15	aug2014	not provided
SFTPB	Surfactant metabolism dysfunction, pulmonary,	6	2	aug2014	Pathogenic
SFTPC	Surfactant metabolism dysfunction, pulmonary,	8	1	aug2014	Pathogenic
SPTB	Malignant melanoma	29	13	aug2014	Pathogenic
MTMR8	Malignant melanoma	6	4	aug2014	not provided
MTMR2	Charcot-Marie-Tooth disease, type 4B1	7	2	aug2014	Pathogenic
BCKDK	Branched-chain ketoacid dehydrogenase kinase 	7	4	aug2014	Pathogenic
EXOSC3	Pontocerebellar hypoplasia, type 1b	9	2	aug2014	Pathogenic
ADAMTSL2	Geleophysic dysplasia	7	1	aug2014	Pathogenic
ADAMTSL4	Ectopia lentis, isolated autosomal recessive	10	3	aug2014	Pathogenic
TULP1	not provided	33	4	aug2014	not provided
CSTB	Unverricht-Lundborg syndrome	17	6	aug2014	Pathogenic
DISC1	not provided	25	5	aug2014	not provided
TACSTD2	Lattice corneal dystrophy Type III	8	1	aug2014	Pathogenic
FARP1	Malignant melanoma	7	2	aug2014	not provided
MT-CYB	Familial cancer of breast	21	10	aug2014	Pathogenic
SARDH	Sarcosine dehydrogenase deficiency	7	2	aug2014	Pathogenic
DEPDC5	Epilepsy, partial, with variable foci	10	2	aug2014	Pathogenic
STXBP1	not provided	28	5	aug2014	Benign
STXBP2	Hemophagocytic lymphohistiocytosis, familial,	7	1	aug2014	Pathogenic
CYP1B1	Glaucoma, congenital	35	10	aug2014	Pathogenic
FANCG	AllHighlyPenetrant	24	2	aug2014	not provided
FANCF	AllHighlyPenetrant	17	3	aug2014	not provided
FANCE	AllHighlyPenetrant	19	3	aug2014	not provided
FANCC	Neoplastic Syndromes, Hereditary	79	6	aug2014	not provided
FANCB	Fanconi anemia, complementation group B	10	2	aug2014	Pathogenic
FANCA	AllHighlyPenetrant	73	2	aug2014	not provided
FANCI	Fanconi anemia, complementation group I	6	2	aug2014	Pathogenic
DMXL2	Malignant melanoma	7	2	aug2014	not provided
F13B	Factor xiii, b subunit, deficiency of	6	3	aug2014	Pathogenic
HNRNPA1	not provided	31	4	aug2014	Likely pathogenic
C12orf65	not provided	9	4	aug2014	Pathogenic
CDK3	Malignant melanoma	6	1	aug2014	not provided
CDK4	Neoplastic Syndromes, Hereditary	23	6	aug2014	Uncertain significance
RERE	Developmental delay and additional significan	16	5	aug2014	Pathogenic
SUPT3H	Lung cancer	8	1	aug2014	Uncertain significance
HSPD1	not provided	16	5	aug2014	Benign
LIAS	not provided	8	2	aug2014	Benign
ATP10A	Lung cancer	11	2	aug2014	Uncertain significance
PRKCB	Lung cancer	6	2	aug2014	Uncertain significance
PRKCG	Spinocerebellar ataxia 14	45	5	aug2014	Pathogenic
KRIT1	Cerebral cavernous malformations 1	11	3	aug2014	Pathogenic
ACKR1	DUFFY BLOOD GROUP SYSTEM, FY(a-b-) PHENOTYPE	6	5	aug2014	Pathogenic
RAPSN	Myasthenic syndrome, congenital, associated w	18	4	aug2014	Pathogenic
TYMP	MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE	29	3	aug2014	Pathogenic
PTCHD1	Malignant melanoma	6	3	aug2014	not provided
TPI1	Triosephosphate isomerase deficiency	9	3	aug2014	Pathogenic
TRPV5	not provided	11	2	aug2014	Uncertain significance
TRPV4	Metatrophic dysplasia	52	12	aug2014	Pathogenic
TRPV3	Palmoplantar keratoderma, mutilating, with pe	7	3	aug2014	Pathogenic
CTSA	Combined deficiency of sialidase AND beta gal	17	4	aug2014	Pathogenic
CTSC	Papillon-Lefèvre syndrome	16	3	aug2014	Pathogenic
RPL11	Diamond-Blackfan anemia 7	7	2	aug2014	Pathogenic
FGFR2	Crouzon syndrome	72	21	aug2014	Pathogenic
FGFR3	Hypochondroplasia	90	23	aug2014	Pathogenic
GRM8	Lung cancer	19	3	aug2014	not provided
EMD	Emery-Dreifuss muscular dystrophy, X-linked	28	4	aug2014	Pathogenic
AFF3	Lung cancer	6	2	aug2014	Uncertain significance
AFF2	not provided	12	4	aug2014	Uncertain significance
CARD9	Candidiasis, familial, 2	8	2	aug2014	Pathogenic
KIAA0196	Spastic paraplegia 8	10	5	aug2014	Pathogenic
PHKA1	Glycogen storage disease IXd	9	3	aug2014	Pathogenic
GCKR	Malignant melanoma	6	3	aug2014	not provided
PHKA2	Glycogen storage disease IXa2	15	2	aug2014	Pathogenic
ABCA12	Autosomal recessive congenital ichthyosis 4B	21	5	aug2014	Pathogenic
ABCA13	Malignant melanoma	8	2	aug2014	not provided
ADAMTS2	Ehlers-Danlos syndrome, type 7C	7	5	aug2014	Pathogenic
CCSER1	Lung cancer	8	2	aug2014	not provided
ILK	not provided	7	2	aug2014	Benign
TSPEAR	Malignant melanoma	14	2	aug2014	not provided
COCH	Deafness, autosomal dominant 9	13	4	aug2014	Pathogenic
NDUFA9	not provided	8	3	aug2014	Benign
WHSC1	Malignant melanoma	6	4	aug2014	not provided
IL6	INTERLEUKIN 6 POLYMORPHISM	8	8	aug2014	risk factor
GNS	Mucopolysaccharidosis, MPS-III-D	7	2	aug2014	Pathogenic
GNE	Inclusion body myopathy 2	18	4	aug2014	Pathogenic
NSF	Developmental delay and additional significan	6	4	aug2014	Benign
NT5C2	Spastic paraplegia 45, autosomal recessive	7	3	aug2014	Pathogenic
POU3F4	Deafness, X-linked 2	20	3	aug2014	Pathogenic
ANO10	Spinocerebellar ataxia, autosomal recessive 1	10	3	aug2014	Pathogenic
PRUNE2	Lung cancer	8	2	aug2014	not provided
AOC1	Developmental delay and additional significan	15	8	aug2014	Pathogenic
FAM155A	Lung cancer	21	2	aug2014	Uncertain significance
NHLRC1	Epilepsy, progressive myoclonic 2b	12	3	aug2014	Pathogenic
NPY4R	Developmental delay and additional significan	17	11	aug2014	Benign
BRINP2	Malignant melanoma	10	2	aug2014	not provided
BRINP1	Malignant melanoma	11	3	aug2014	not provided
TLR2	Malignant melanoma	11	5	aug2014	not provided
TLR4	Malignant melanoma	11	6	aug2014	not provided
TLR5	Legionellosis	6	4	aug2014	Pathogenic
MYO15A	AllHighlyPenetrant	56	5	aug2014	Benign
SCN3B	not provided	10	5	aug2014	Pathogenic
SLC7A9	Cystinuria	17	2	aug2014	Pathogenic
FMN1	Lung cancer	6	2	aug2014	not provided
FMN2	Malignant melanoma	13	2	aug2014	not provided
AMER1	AllHighlyPenetrant	28	3	aug2014	not provided
NR5A1	46,XY sex reversal, type 3	25	6	aug2014	Pathogenic
ACVRL1	Hereditary hemorrhagic telangiectasia type 2	25	5	aug2014	Pathogenic
ACTB	Developmental delay and additional significan	26	8	aug2014	Pathogenic
TNFAIP3	AllHighlyPenetrant	19	1	aug2014	not provided
SMCHD1	Facioscapulohumeral muscular dystrophy 2	8	2	aug2014	Pathogenic
LMBR1	Preaxial polydactyly 2	21	8	aug2014	Pathogenic
TP63	Ectrodactyly, ectodermal dysplasia, and cleft	40	9	aug2014	Pathogenic
MARS2	not provided	8	3	aug2014	Benign
FERMT3	LEUKOCYTE ADHESION DEFICIENCY, TYPE III	8	1	aug2014	Pathogenic
FERMT1	Kindlers syndrome	8	2	aug2014	Pathogenic
SIL1	Marinesco-Sjögren syndrome	15	3	aug2014	Pathogenic
DGUOK	Mitochondrial DNA-depletion syndrome 3, hepat	13	2	aug2014	Pathogenic
PRPH2	not provided	118	10	aug2014	not provided
PLOD2	Bruck syndrome 2	7	3	aug2014	Pathogenic
PLOD1	Ehlers-Danlos syndrome, hydroxylysine-deficie	10	1	aug2014	Pathogenic
NR2E3	Enhanced s-cone syndrome	11	4	aug2014	Pathogenic
SSBP2	Lung cancer	6	2	aug2014	Uncertain significance
BAP1	Tumor predisposition syndrome	17	2	aug2014	Pathogenic
CRKL	Developmental delay and additional significan	21	11	aug2014	Pathogenic
JPH2	not provided	19	4	aug2014	Benign
TYK2	not provided	12	3	aug2014	Benign
ZCCHC16	Lung cancer	6	2	aug2014	Uncertain significance
SLITRK1	Malignant melanoma	6	3	aug2014	Pathogenic
PAPPA	Malignant melanoma	9	2	aug2014	not provided
PIK3C2G	not provided	12	3	aug2014	Uncertain significance
COL23A1	Lung cancer	6	2	aug2014	Uncertain significance
D2HGDH	D-2-alpha hydroxyglutaric aciduria	7	1	aug2014	Pathogenic
TPK1	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (E	10	3	aug2014	Pathogenic
CYP11A1	Adrenal insufficiency, congenital, with 46,XY	11	2	aug2014	Pathogenic
RPH3AL	Developmental delay and additional significan	8	3	aug2014	Uncertain significance
SLC39A4	Hereditary acrodermatitis enteropathica	12	1	aug2014	Pathogenic
XIRP2	Malignant melanoma	18	2	aug2014	not provided
GZMA	Malignant melanoma	6	3	aug2014	not provided
VWF	not provided	439	12	aug2014	not provided
MYH11	not provided	71	4	aug2014	Benign
MYH13	Malignant melanoma	9	2	aug2014	not provided
MYH14	AllHighlyPenetrant	47	4	aug2014	Benign
PPP2R1A	AllHighlyPenetrant	6	2	aug2014	not provided
RET	MEN2 phenotype: Unknown	312	25	aug2014	Pathogenic
REN	Malignant melanoma	12	4	aug2014	Pathogenic
HMBS	Acute intermittent porphyria	46	2	aug2014	Pathogenic
SLC30A10	Hypermanganesemia with dystonia, polycythemia	11	1	aug2014	Pathogenic
ROM1	Malignant melanoma	7	3	aug2014	not provided
MTFMT	Combined oxidative phosphorylation deficiency	17	3	aug2014	Pathogenic
SI	Sucrase-isomaltase deficiency	15	3	aug2014	Pathogenic
AP1S2	Dandy-Walker malformation with mental retarda	6	1	aug2014	Pathogenic
NDE1	not provided	7	2	aug2014	Pathogenic
KAZN	Lung cancer	6	4	aug2014	Uncertain significance
PDE1C	Malignant melanoma	14	2	aug2014	not provided
DYM	Dyggve-Melchior-Clausen syndrome	12	3	aug2014	Pathogenic
SEPSECS	AllHighlyPenetrant	8	3	aug2014	Benign
ARSD	Developmental delay and additional significan	6	3	aug2014	Pathogenic
ARSE	Chondrodysplasia punctata 1, X-linked recessi	12	2	aug2014	Pathogenic
CA8	AllHighlyPenetrant	7	3	aug2014	Pathogenic
ARSA	not provided	148	15	aug2014	Pathogenic
ARSB	Mucopolysaccharidosis type VI	26	8	aug2014	Pathogenic
HEXA	Tay-Sachs disease	68	17	aug2014	Pathogenic
CA2	Osteopetrosis with renal tubular acidosis	9	3	aug2014	Pathogenic
HEXB	not provided	34	11	aug2014	Pathogenic
CA4	Retinitis pigmentosa 17	7	3	aug2014	Pathogenic
SPHKAP	Malignant melanoma	10	1	aug2014	not provided
FUT9	Malignant melanoma	8	2	aug2014	not provided
GHR	Laron-type isolated somatotropin defect	37	8	aug2014	Pathogenic
MIP	Malignant melanoma	6	2	aug2014	Pathogenic
FBLN5	Age-related macular degeneration 3	16	5	aug2014	Pathogenic
C2orf71	Retinitis pigmentosa 54	12	4	aug2014	Pathogenic
STRA6	Microphthalmia syndromic 9	17	3	aug2014	Pathogenic
NRG1	not provided	26	3	aug2014	not provided
CGNL1	Malignant melanoma	8	2	aug2014	not provided
PAFAH1B1	Lissencephaly 1	30	7	aug2014	Pathogenic
GH1	Autosomal dominant isolated somatotropin defi	26	4	aug2014	Pathogenic
NLGN1	Lung cancer	17	3	aug2014	Uncertain significance
CYLD	AllHighlyPenetrant	23	5	aug2014	Pathogenic
GATAD1	not provided	12	3	aug2014	Benign
DMRT1	Developmental delay and additional significan	25	8	aug2014	Pathogenic
GHRHR	Isolated growth hormone deficiency type 1B	13	3	aug2014	Pathogenic
STARD13	Lung cancer	8	2	aug2014	not provided
PROS1	Protein S deficiency	13	4	aug2014	Pathogenic
ADAR	Aicardi-goutieres syndrome 6	22	4	aug2014	Pathogenic
EPOR	Familial erythrocytosis, 1	8	2	aug2014	Pathogenic
SEMA5A	Lung cancer	20	3	aug2014	Uncertain significance
SH3TC2	Charcot-Marie-Tooth disease, type 4C	33	5	aug2014	Pathogenic
BBS10	Bardet-Biedl syndrome 10	12	3	aug2014	Pathogenic
BBS12	Bardet-Biedl syndrome 12	11	6	aug2014	Pathogenic
HS6ST1	HYPOGONADOTROPIC HYPOGONADISM 15 WITH ANOSMIA	6	3	aug2014	risk factor
HS6ST3	Lung cancer	17	3	aug2014	Uncertain significance
SCN5A	Brugada syndrome	652	34	aug2014	Pathogenic
MRE11A	Neoplastic Syndromes, Hereditary	143	6	aug2014	Uncertain significance
ISPD	Congenital muscular dystrophy-dystroglycanopa	20	4	aug2014	Pathogenic
TMEM5	Congenital muscular dystrophy-dystroglycanopa	9	2	aug2014	Pathogenic
ARNT	Malignant melanoma	6	2	aug2014	not provided
CSPP1	JOUBERT SYNDROME 21	11	2	aug2014	Pathogenic
TGFB1	Diaphyseal dysplasia	24	4	aug2014	Pathogenic
TGFB2	Loeys-Dietz syndrome, type 4	8	4	aug2014	Pathogenic
FGD4	Charcot-Marie-Tooth disease, type 4H	13	3	aug2014	Pathogenic
CYC1	Developmental delay and additional significan	6	3	aug2014	Pathogenic
FGD1	not provided	32	4	aug2014	Pathogenic
FKRP	not provided	43	4	aug2014	Pathogenic
NOP56	AllHighlyPenetrant	6	2	aug2014	Likely benign
TMEM132C	Lung cancer	22	2	aug2014	Uncertain significance
FCRL1	Malignant melanoma	6	2	aug2014	not provided
CHRM3	Lung cancer	10	4	aug2014	Uncertain significance
MGAT2	Carbohydrate-deficient glycoprotein syndrome 	6	2	aug2014	Pathogenic
SLC20A2	Fahrs syndrome	14	4	aug2014	Pathogenic
CHST14	Ehlers-Danlos syndrome, musculocontractural t	10	2	aug2014	Pathogenic
TGFBI	Reis-Bucklers corneal dystrophy	14	8	aug2014	Pathogenic
MERTK	Retinitis pigmentosa 38	17	4	aug2014	Pathogenic
GNPTAB	I cell disease	154	9	aug2014	Pathogenic
DARS2	Leukoencephalopathy with Brainstem and Spinal	25	3	aug2014	Pathogenic
VSX1	Keratoconus 1	6	3	aug2014	Pathogenic
MC1R	Skin/hair/eye pigmentation 2, red hair/fair s	15	7	aug2014	Pathogenic
LRRC6	Ciliary dyskinesia, primary, 19	7	1	aug2014	Pathogenic
LRRC7	Lung cancer	14	2	aug2014	Uncertain significance
WNK4	not provided	15	2	aug2014	Uncertain significance
NPAP1	Malignant melanoma	6	1	aug2014	not provided
ZAN	Malignant melanoma	8	2	aug2014	not provided
PLD5	Lung cancer	14	2	aug2014	Uncertain significance
RUNX2	Cleidocranial dysostosis	20	9	aug2014	Pathogenic
RUNX1	Familial platelet disorder with associated my	13	6	aug2014	Pathogenic
DOCK8	not provided	41	9	aug2014	Benign
GRIA3	Mental retardation, X-linked, syndromic, wu t	12	5	aug2014	Pathogenic
SLC9A4	Malignant melanoma	7	1	aug2014	not provided
SLC9A6	not provided	24	3	aug2014	Benign
SLC9A2	Malignant melanoma	9	1	aug2014	not provided
SLC9A9	Lung cancer	9	3	aug2014	Uncertain significance
SCNN1G	Malignant melanoma	13	4	aug2014	not provided
JUP	AllHighlyPenetrant	57	5	aug2014	Benign
SCNN1B	Bronchiectasis	17	5	aug2014	Pathogenic
SCNN1A	Pseudohypoaldosteronism type 1 autosomal rece	9	3	aug2014	Pathogenic
PLCB1	AllHighlyPenetrant	42	6	aug2014	Uncertain significance
PLCB4	Auriculocondylar syndrome 2	23	4	aug2014	Pathogenic
ESR2	AllHighlyPenetrant	6	4	aug2014	Pathogenic
ESR1	Lung cancer	13	8	aug2014	Uncertain significance
EARS2	not provided	16	2	aug2014	Benign
MMADHC	Methylmalonic aciduria, cblD type, variant 2	9	3	aug2014	Pathogenic
TBX3	Ulnar-mammary syndrome	7	2	aug2014	Pathogenic
TBX1	Shprintzen syndrome	7	5	aug2014	Pathogenic
CTNND2	Lung cancer	22	3	aug2014	Uncertain significance
A2M	ALPHA-2-MACROGLOBULIN POLYMORPHISM	14	7	aug2014	Pathogenic
ZNF536	Malignant melanoma	9	2	aug2014	not provided
NAV3	Lung cancer	21	2	aug2014	Uncertain significance
NAV2	Malignant melanoma	7	2	aug2014	not provided
ATL1	Spastic paraplegia 3	29	6	aug2014	Pathogenic
PRRT2	Dystonia 10	31	5	aug2014	Pathogenic
EZH2	AllHighlyPenetrant	20	5	aug2014	not provided
PPIB	not provided	15	2	aug2014	not provided
SNTB1	Lung cancer	6	2	aug2014	not provided
F13A1	Factor xiii, a subunit, deficiency of	25	4	aug2014	Pathogenic
MID1	Opitz-Frias syndrome	23	5	aug2014	Pathogenic
FAS	Autoimmune lymphoproliferative syndrome, type	27	5	aug2014	Pathogenic
NPAS3	Lung cancer	11	2	aug2014	Uncertain significance
FAH	Tyrosinemia type I	21	4	aug2014	Pathogenic
AP4E1	AllHighlyPenetrant	16	5	aug2014	Likely benign
MAN2B1	Deficiency of alpha-mannosidase	24	4	aug2014	Pathogenic
OAT	Ornithine aminotransferase deficiency	70	4	aug2014	Pathogenic
FSTL5	Lung cancer	9	2	aug2014	Uncertain significance
COG1	AllHighlyPenetrant	13	3	aug2014	Benign
COG7	AllHighlyPenetrant	6	4	aug2014	Pathogenic
COG6	AllHighlyPenetrant	8	5	aug2014	Benign
COG5	Lung cancer	9	5	aug2014	Uncertain significance
COG4	AllHighlyPenetrant	11	3	aug2014	Pathogenic
IGHMBP2	Werdnig-Hoffmann disease	11	3	aug2014	Pathogenic
C12orf42	Lung cancer	8	1	aug2014	Uncertain significance
CFTR	Cystic fibrosis	1273	12	aug2014	not provided
AMN	Megaloblastic anemia due to inborn errors of 	24	2	aug2014	Likely pathogenic
MEFV	Familial Mediterranean fever	201	4	aug2014	not provided
GUCY1A3	MOYAMOYA DISEASE 6 WITH ACHALASIA	7	5	aug2014	Pathogenic
GUCY1A2	Lung cancer	8	3	aug2014	Uncertain significance
AMT	Non-ketotic hyperglycinemia	25	1	aug2014	Likely pathogenic
LTN1	Malignant melanoma	7	1	aug2014	not provided
CHRM2	Lung cancer	6	2	aug2014	Uncertain significance
HECW1	Malignant melanoma	7	2	aug2014	not provided
HECW2	Malignant melanoma	6	2	aug2014	not provided
EPHA6	Lung cancer	12	2	aug2014	Uncertain significance
EPHA2	Cataract 6	6	3	aug2014	Pathogenic
LOXHD1	AllHighlyPenetrant	41	6	aug2014	Benign
KDM6A	AllHighlyPenetrant	14	3	aug2014	not provided
FGF12	Lung cancer	13	2	aug2014	Uncertain significance
FGF10	Congenital absence of salivary gland	10	3	aug2014	Pathogenic
FGF14	Lung cancer	9	2	aug2014	Uncertain significance
COL9A2	Multiple epiphyseal dysplasia 2	6	3	aug2014	Pathogenic
CC2D2A	AllHighlyPenetrant	59	7	aug2014	Likely pathogenic
SEMA3A	not provided	14	4	aug2014	not provided
SEMA3E	Lung cancer	6	2	aug2014	Uncertain significance
PAPPA2	Lung cancer	20	2	aug2014	Uncertain significance
ZNF254	Lung cancer	6	2	aug2014	Uncertain significance
TH	Segawa syndrome, autosomal recessive	13	3	aug2014	Pathogenic
TF	Atransferrinemia	13	9	aug2014	Pathogenic
TG	Iodotyrosyl coupling defect	21	3	aug2014	Pathogenic
KCNJ12	Malignant melanoma	6	3	aug2014	not provided
KCNJ11	Permanent neonatal diabetes mellitus	53	9	aug2014	Pathogenic
KCNJ10	SeSAME syndrome	22	5	aug2014	Pathogenic
NAGS	Hyperammonemia, type III	8	1	aug2014	Pathogenic
AR	Androgen insensitivity, complete	62	9	aug2014	Pathogenic
KCNT1	AllHighlyPenetrant	29	4	aug2014	Pathogenic
MLC1	Megalencephalic leukoencephalopathy with subc	35	3	aug2014	Pathogenic
RARS2	not provided	25	3	aug2014	Benign
SLC6A5	Hyperekplexia 3	11	2	aug2014	Pathogenic
OFD1	Oral-facial-digital syndrome	120	6	aug2014	Pathogenic
APRT	Aprt deficiency	20	7	aug2014	Pathogenic
GYPC	DH BLOOD GROUP	8	8	aug2014	Pathogenic
L2HGDH	L-2-hydroxyglutaric aciduria	7	1	aug2014	Pathogenic
IL2RG	X-linked severe combined immunodeficiency	19	2	aug2014	Pathogenic
NAALADL2	Lung cancer	7	3	aug2014	Uncertain significance
OPCML	Lung cancer	30	5	aug2014	Uncertain significance
CIDEC	AllHighlyPenetrant	6	2	aug2014	Likely benign
GFM1	not provided	14	2	aug2014	Benign
GFM2	not provided	13	3	aug2014	Benign
COL22A1	Malignant melanoma	12	2	aug2014	not provided
SLC4A4	Malignant melanoma	6	2	aug2014	Pathogenic
SLC4A1	Spherocytosis type 4	42	16	aug2014	Pathogenic
SLC4A3	not provided	8	2	aug2014	Uncertain significance
SLC4A2	not provided	13	1	aug2014	Uncertain significance
DCTN1	Perry syndrome	12	4	aug2014	Pathogenic
ASPA	Spongy degeneration of central nervous system	15	4	aug2014	Pathogenic
ASPM	Primary autosomal recessive microcephaly 5	122	4	aug2014	Pathogenic
ASPH	Ectopia lentis, spontaneous filtering blebs, 	7	5	aug2014	Pathogenic
ERC2	Malignant melanoma	6	2	aug2014	not provided
PLCL1	Lung cancer	6	3	aug2014	Uncertain significance
MXRA5	Malignant melanoma	6	1	aug2014	not provided
BPHL	Developmental delay and additional significan	9	5	aug2014	Pathogenic
UBIAD1	Schnyder crystalline corneal dystrophy	10	1	aug2014	Pathogenic
A2ML1	not provided	10	3	aug2014	not provided
LDLRAP1	Hypercholesterolemia, autosomal recessive	9	1	aug2014	Pathogenic
IGSF1	Hypothyroidism, central, and testicular enlar	10	3	aug2014	Pathogenic
MYOT	not provided	17	5	aug2014	Pathogenic
CTNNB1	Pilomatrixoma	36	11	aug2014	other
MYOC	Primary open angle glaucoma juvenile onset 1	18	4	aug2014	Pathogenic
NHS	not provided	40	7	aug2014	Uncertain significance
AARS2	not provided	25	4	aug2014	Benign
NOS1	Malignant melanoma	10	4	aug2014	not provided
ITGB3	Glanzmanns thrombasthenia	28	10	aug2014	Pathogenic
WNK1	NEUROPATHY, HEREDITARY SENSORY, TYPE II	25	6	aug2014	Pathogenic
ITGB4	Epidermolysis bullosa with pyloric atresia	16	4	aug2014	Pathogenic
YARS2	Myopathy, lactic acidosis, and sideroblastic 	10	2	aug2014	Pathogenic
ATN1	Dentatorubral pallidoluysian atrophy	7	3	aug2014	Pathogenic
MYO6	AllHighlyPenetrant	47	6	aug2014	Benign
AICDA	Immunodeficiency with hyper IgM type 2	16	2	aug2014	Pathogenic
ZFPM2	Double outlet right ventricle	14	5	aug2014	Pathogenic
MAT1A	Methionine adenosyltransferase deficiency, au	11	2	aug2014	Pathogenic
MAN1B1	AllHighlyPenetrant	19	4	aug2014	Likely benign
CDK14	Lung cancer	10	4	aug2014	Uncertain significance
GCM2	not provided	14	3	aug2014	Uncertain significance
LBR	Pelger-Huët anomaly	14	4	aug2014	Pathogenic
SLC12A1	not provided	15	3	aug2014	Uncertain significance
SLC12A3	Familial hypokalemia-hypomagnesemia	22	2	aug2014	Pathogenic
FGG	Afibrinogenemia, congenital	22	20	aug2014	other
FGA	Familial visceral amyloidosis, Ostertag type	27	21	aug2014	other
EXT2	AllHighlyPenetrant	29	6	aug2014	not provided
EXT1	Multiple congenital exostosis	21	7	aug2014	Pathogenic
ALDH5A1	Succinate-semialdehyde dehydrogenase deficien	9	3	aug2014	Pathogenic
SLC11A2	Hypochromic microcytic anemia with iron overl	6	2	aug2014	Pathogenic
CEL	AllHighlyPenetrant	12	4	aug2014	Uncertain significance
NOS3	Malignant melanoma	12	8	aug2014	risk factor
PHKG2	Glycogen storage disease IXc	7	1	aug2014	Pathogenic
DLAT	not provided	12	3	aug2014	Benign
BFSP1	Congenital ocular coloboma	6	5	aug2014	Uncertain significance
TUBB2B	Polymicrogyria, asymmetric	11	3	aug2014	Pathogenic
RNASEH2A	Aicardi Goutieres syndrome 4	12	1	aug2014	Pathogenic
MAOA	AllHighlyPenetrant	8	5	aug2014	Pathogenic
MUT	METHYLMALONIC ACIDURIA, mut(0) TYPE	26	4	aug2014	Pathogenic
AHI1	AllHighlyPenetrant	25	5	aug2014	Pathogenic
FANCD2	AllHighlyPenetrant	26	3	aug2014	not provided
MESP2	Spondylocostal dysostosis 2	10	1	aug2014	Pathogenic
GABRA6	Malignant melanoma	6	2	aug2014	not provided
GABRA1	not provided	28	7	aug2014	Benign
GABRA2	Lung cancer	10	3	aug2014	Uncertain significance
SNCAIP	Malignant melanoma	7	2	aug2014	not provided
ASL	not provided	27	4	aug2014	Pathogenic
GRIA1	Malignant melanoma	11	3	aug2014	not provided
COL5A2	not provided	46	4	aug2014	Benign
COL5A3	Malignant melanoma	6	1	aug2014	not provided
COL5A1	not provided	96	6	aug2014	Benign
LAMP2	AllHighlyPenetrant	61	4	aug2014	Pathogenic
ENAM	Malignant melanoma	6	3	aug2014	Pathogenic
ALDH2	Acute alcohol sensitivity	6	6	aug2014	risk factor
CC2D1A	AllHighlyPenetrant	16	4	aug2014	Likely benign
NEU1	Sialidosis, type II	20	4	aug2014	Pathogenic
SCN9A	AllHighlyPenetrant	72	9	aug2014	Pathogenic
ASAH1	Farbers lipogranulomatosis	9	2	aug2014	Pathogenic
ABCB6	Langereis blood group	14	6	aug2014	Pathogenic
ABCB5	Malignant melanoma	9	2	aug2014	not provided
MED17	AllHighlyPenetrant	14	3	aug2014	Benign
BAI3	Lung cancer	16	2	aug2014	Uncertain significance
MUSK	AllHighlyPenetrant	13	2	aug2014	Pathogenic
TGM1	Autosomal recessive congenital ichthyosis 1	40	2	aug2014	Pathogenic
SLC30A8	Lung cancer	10	4	aug2014	Uncertain significance
SNRNP200	Retinitis pigmentosa 33	8	4	aug2014	Pathogenic
SPEF2	Malignant melanoma	7	2	aug2014	not provided
CETP	Hyperalphalipoproteinemia	8	3	aug2014	Pathogenic
RSPO4	Anonychia	8	1	aug2014	Pathogenic
DHODH	Miller syndrome	11	2	aug2014	Pathogenic
KCNV2	Retinal cone dystrophy 3B	22	5	aug2014	Pathogenic
SNTA1	not provided	7	4	aug2014	Benign
APP	not provided	54	12	aug2014	Pathogenic
PLCB2	Malignant melanoma	6	1	aug2014	not provided
TRPM8	Malignant melanoma	6	1	aug2014	not provided
TRPM4	Progressive familial heart block type 1B	8	2	aug2014	Pathogenic
TRPM6	Hypomagnesemia 1, intestinal	20	4	aug2014	Pathogenic
TRPM1	Congenital stationary night blindness, type 1	15	5	aug2014	Pathogenic
TRPM3	Lung cancer	17	2	aug2014	Uncertain significance
TUBB3	Fibrosis of extraocular muscles, congenital, 	12	3	aug2014	Pathogenic
FAN1	Interstitial nephritis, karyomegalic	10	2	aug2014	Pathogenic
HERC2	Malignant melanoma	13	4	aug2014	not provided
APTX	Adult onset ataxia with oculomotor apraxia	14	2	aug2014	Pathogenic
CCR5	Congenital human immunodeficiency virus	13	10	aug2014	Pathogenic
RAF1	AllHighlyPenetrant	64	10	aug2014	Pathogenic
BCAS3	Lung cancer	7	2	aug2014	Uncertain significance
SLC8A3	Malignant melanoma	8	2	aug2014	not provided
SLC8A2	Malignant melanoma	7	2	aug2014	not provided
LRP2	AllHighlyPenetrant	86	5	aug2014	Likely benign
PORCN	Focal dermal hypoplasia	8	3	aug2014	Pathogenic
LRP1	Malignant melanoma	7	4	aug2014	not provided
LRP6	Coronary artery disease, autosomal dominant 2	6	2	aug2014	Pathogenic
GALNT13	Lung cancer	12	2	aug2014	Uncertain significance
LRP5	Osteoporosis with pseudoglioma	43	12	aug2014	Pathogenic
STIM1	Myopathy with tubular aggregates	9	4	aug2014	Pathogenic
