Gene	MostFrequentPhenotype	numVariant	numPhenotypes	Date	MostFrequentInterpretation
AQP2	Diabetes insipidus, nephrogenic, autosomal re	168	3	jan2013	pathogenic
MAD1L1	Prostate cancer, somatic	14	2	jan2013	other
NSUN2	Mental retardation, autosomal recessive 5	35	1	jan2013	pathogenic
HMGCL	Deficiency of hydroxymethylglutaryl-CoA lyase	35	1	jan2013	pathogenic
HTT	Huntingtons chorea	28	1	jan2013	pathogenic
PROP1	Pituitary hormone deficiency, combined 2	119	2	jan2013	pathogenic
NHS	Nance-Horan syndrome	56	2	jan2013	pathogenic
RPGRIP1L	Joubert syndrome 7	91	5	jan2013	pathogenic
AARS2	Combined oxidative phosphorylation deficiency	14	1	jan2013	pathogenic
HSD17B3	Testosterone 17-beta-dehydrogenase deficiency	70	1	jan2013	pathogenic
HSD17B4	Bifunctional peroxisomal enzyme deficiency	63	2	jan2013	pathogenic
APOL1	Focal segmental glomerulosclerosis 4, suscept	14	1	jan2013	risk factor
NOS1	Reclassified - variant of unknown significanc	7	1	jan2013	variant of unknown significance
ITGB3	Glanzmanns thrombasthenia	182	10	jan2013	pathogenic
LTBP4	Cutis laxa with severe pulmonary, gastrointes	35	1	jan2013	pathogenic
LTBP3	Tooth agenesis, selective, 6	7	1	jan2013	pathogenic
LTBP2	Glaucoma 3, primary congenital, d	91	3	jan2013	pathogenic
SCN8A	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELL	14	2	jan2013	pathogenic
RTN2	Spastic paraplegia 12	21	1	jan2013	pathogenic
ABO	BLOOD GROUP A2	35	5	jan2013	no known pathogenicity
YARS2	Myopathy, lactic acidosis, and sideroblastic 	7	1	jan2013	probably pathogenic
ATN1	Dentatorubral pallidoluysian atrophy	21	1	jan2013	pathogenic
CREB1	Variant of unknown significance	7	1	jan2013	variant of unknown significance
SUFU	Medulloblastoma, desmoplastic	63	7	jan2013	pathogenic
HGF	Deafness, autosomal recessive 39	21	1	jan2013	pathogenic
MCFD2	Factor v and factor viii, combined deficiency	56	1	jan2013	pathogenic
HGD	Alkaptonuria	77	1	jan2013	pathogenic
IGHM	Agammaglobulinemia, non-Bruton type	35	1	jan2013	pathogenic
DIAPH3	Auditory neuropathy, autosomal dominant, 1	7	1	jan2013	pathogenic
DDX11	Warsaw breakage syndrome	14	1	jan2013	pathogenic
MYO6	Deafness, autosomal dominant 22	49	3	jan2013	pathogenic
PRCD	Retinitis Pigmentosa 36	14	1	jan2013	pathogenic
MBD5	Mental retardation, autosomal dominant 1	7	1	jan2013	pathogenic
ZNF469	Corneal fragility keratoglobus, blue sclerae 	28	1	jan2013	pathogenic
FAM126A	Hypomyelination and Congenital Cataract	42	1	jan2013	pathogenic
MLPH	Griscelli syndrome type 3	7	1	jan2013	pathogenic
COL11A1	Fibrochondrogenesis	77	5	jan2013	pathogenic
COL11A2	Otospondylomegaepiphyseal dysplasia	98	8	jan2013	pathogenic
MPC1	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY	14	1	jan2013	not provided
ZFPM2	Diaphragmatic hernia 3	35	2	jan2013	pathogenic
TSPAN12	Exudative vitreoretinopathy 5	49	1	jan2013	pathogenic
HUWE1	MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURN	21	1	jan2013	pathogenic
MAT1A	Methionine adenosyltransferase deficiency, au	70	1	jan2013	pathogenic
HPS5	Hermansky-Pudlak syndrome 5	49	1	jan2013	pathogenic
HPS4	Hermansky-Pudlak syndrome 4	91	1	jan2013	pathogenic
HPS6	Hermansky-Pudlak syndrome 6	56	1	jan2013	pathogenic
HPS1	Hermansky-Pudlak syndrome 1	210	1	jan2013	pathogenic
PKP2	Arrhythmogenic right ventricular cardiomyopat	63	2	jan2013	pathogenic
SLC25A19	Striatal necrosis, bilateral, and progressive	14	2	jan2013	pathogenic
SLC25A15	Hyperornithinemia-hyperammonemia-homocitrulli	119	1	jan2013	pathogenic
GCM2	Hypocalcemia, autosomal dominant	21	1	jan2013	pathogenic
SLC25A13	Neonatal intrahepatic cholestasis caused by c	140	2	jan2013	pathogenic
SLC25A12	Hypomyelination, global cerebral	7	1	jan2013	pathogenic
MT-ND1	Lebers optic atrophy	147	11	jan2013	pathogenic
MT-ND2	Lebers optic atrophy	42	3	jan2013	pathogenic
LBR	Pelger-Huët anomaly	49	3	jan2013	pathogenic
MT-ND4	Leber hereditary optic neuropathy with dyston	28	4	jan2013	pathogenic
MT-ND5	Leigh syndrome due to mitochondrial complex I	119	5	jan2013	pathogenic
MT-ND6	Lebers optic atrophy	77	6	jan2013	pathogenic
KLF6	Prostate cancer, somatic	42	2	jan2013	other
ALDH5A1	Succinate-semialdehyde dehydrogenase deficien	42	1	jan2013	pathogenic
SLC12A6	Andermann syndrome	70	1	jan2013	pathogenic
SLC12A1	Bartter syndrome antenatal type 1	35	1	jan2013	pathogenic
NDUFA11	Mitochondrial complex I deficiency	7	1	jan2013	pathogenic
SLC12A3	Familial hypokalemia-hypomagnesemia	98	1	jan2013	pathogenic
NDUFA13	Hurthle cell carcinoma of thyroid	7	1	jan2013	pathogenic
FGG	Afibrinogenemia, congenital	217	29	jan2013	other
FGA	Familial visceral amyloidosis, Ostertag type	189	21	jan2013	other
RAX	Microphthalmia, isolated 3	28	1	jan2013	pathogenic
EXT2	Hereditary multiple exostoses, type II	49	1	jan2013	pathogenic
EXT1	Multiple congenital exostosis	84	3	jan2013	pathogenic
XYLT2	Pseudoxanthoma elasticum, modifier of severit	7	1	jan2013	pathogenic
XYLT1	Pseudoxanthoma elasticum, modifier of severit	7	1	jan2013	pathogenic
CORIN	PREECLAMPSIA/ECLAMPSIA 5	14	1	jan2013	pathogenic
EYS	Retinitis Pigmentosa 25	42	1	jan2013	pathogenic
LPL	Hyperlipoproteinemia, type I	301	6	jan2013	pathogenic
KIRREL3	Mental retardation, autosomal dominant 4	21	1	jan2013	pathogenic
ZNF644	Myopia 21, autosomal dominant	21	1	jan2013	pathogenic
LPA	LIPOPROTEIN(a) DEFICIENCY, CONGENITAL	28	3	jan2013	no known pathogenicity
ARID1B	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	70	1	jan2013	pathogenic
ARID1A	MENTAL RETARDATION, AUTOSOMAL DOMINANT 14	21	1	jan2013	pathogenic
C1QC	C1q deficiency	21	1	jan2013	pathogenic
C1QB	C1q deficiency	7	1	jan2013	pathogenic
C1QA	C1q deficiency	7	1	jan2013	pathogenic
VIM	Cataract, pulverulent, autosomal dominant	7	1	jan2013	pathogenic
MAMLD1	X-linked hypospadias 2	21	1	jan2013	pathogenic
PTPN12	Familial colorectal cancer	7	1	jan2013	pathogenic
MMAA	Methylmalonic aciduria cblA type	35	1	jan2013	pathogenic
PKHD1	Polycystic kidney disease, infantile type	70	2	jan2013	pathogenic
MMAB	Methylmalonic aciduria cblB type	21	1	jan2013	pathogenic
TYR	Oculocutaneous albinism type 1A	301	7	jan2013	pathogenic
DIABLO	Deafness, autosomal dominant 64	7	1	jan2013	pathogenic
ALG8	Congenital disorder of glycosylation type 1H	42	1	jan2013	pathogenic
ALG9	Congenital disorder of glycosylation type 1L	14	1	jan2013	pathogenic
CYB5R3	METHEMOGLOBINEMIA, TYPE II	133	3	jan2013	pathogenic
VLDLR	Dysequilibrium syndrome	49	2	jan2013	pathogenic
DARC	DUFFY BLOOD GROUP SYSTEM, FY(a-b-) PHENOTYPE	42	5	jan2013	pathogenic
ALG2	Congenital disorder of glycosylation type 1I	14	1	jan2013	pathogenic
ALG3	Congenital disorder of glycosylation type 1D	35	1	jan2013	pathogenic
CRELD1	Atrioventricular septal defect 2	35	2	jan2013	risk factor
ALG6	Congenital disorder of glycosylation type 1C	49	1	jan2013	pathogenic
NOS2	Malaria, severe, resistance to	14	2	jan2013	pathogenic
MASP1	Michels syndrome	35	1	jan2013	pathogenic
ITGB2	Leukocyte adhesion deficiency	105	1	jan2013	pathogenic
SLC29A3	Histiocytosis with joint contractures and sen	84	1	jan2013	pathogenic
SMARCE1	Variant of unknown significance	7	1	jan2013	variant of unknown significance
COX6B1	Cytochrome-c oxidase deficiency	7	1	jan2013	pathogenic
GLE1	Lethal congenital contracture syndrome 1	28	2	jan2013	pathogenic
SLC11A2	Anemia, hypochromic microcytic, with iron ove	35	1	jan2013	pathogenic
TIRAP	Mycobacterium tuberculosis, protection agains	28	4	jan2013	pathogenic
CEL	Maturity-onset diabetes of the young, type 8	21	1	jan2013	pathogenic
MT-ND4L	Familial colorectal cancer	14	2	jan2013	pathogenic
NOS3	Coronary artery spasm 1, susceptibility to	49	6	jan2013	risk factor
FTSJ1	X-linked mental retardation 9	28	1	jan2013	pathogenic
FIG4	Charcot-Marie-Tooth disease, type 4J	56	2	jan2013	pathogenic
CLDN1	Ichthyosis, leukocyte vacuoles, alopecia, and	14	1	jan2013	pathogenic
PHKG2	Glycogen storage disease IXc	49	1	jan2013	pathogenic
FKTN	Congenital muscular dystrophy-dystroglycanopa	189	5	jan2013	pathogenic
SLC24A5	Skin/hair/eye pigmentation, variation in, 4	7	1	jan2013	association
JAM3	Hemorrhagic destruction of the brain, subepen	7	1	jan2013	pathogenic
FBN2	Congenital contractural arachnodactyly	70	1	jan2013	pathogenic
MRAP	Glucocorticoid deficiency 2	56	1	jan2013	pathogenic
RAG2	Histiocytic medullary reticulosis	119	4	jan2013	pathogenic
DLAT	Pyruvate dehydrogenase E2 deficiency	14	1	jan2013	pathogenic
FBN1	Marfans syndrome	1183	17	jan2013	pathogenic
SERPIND1	Heparin cofactor II deficiency	28	1	jan2013	pathogenic
TUBB2B	Polymicrogyria, asymmetric	21	1	jan2013	pathogenic
IRF1	Non-small cell lung cancer	14	2	jan2013	pathogenic
RNASEH2A	Aicardi Goutieres syndrome 4	7	1	jan2013	pathogenic
IRF6	Van der Woude syndrome	126	2	jan2013	pathogenic
RNASEH2C	Aicardi Goutieres syndrome 3	14	1	jan2013	pathogenic
RNASEH2B	Aicardi Goutieres syndrome 2	14	1	jan2013	pathogenic
CD96	C syndrome	14	1	jan2013	pathogenic
TTC19	Mitochondrial complex III deficiency	14	1	jan2013	pathogenic
MAOA	Autism, severe	21	3	jan2013	pathogenic
ZBTB24	Immunodeficiency-centromeric instability-faci	35	1	jan2013	pathogenic
PDX1	Maturity-onset diabetes of the young, type 4	203	7	jan2013	pathogenic
ETFB	GLUTARIC ACIDEMIA IIB	21	1	jan2013	pathogenic
CD3G	Immunodeficiency due to defect in cd3-gamma	14	1	jan2013	pathogenic
MUT	METHYLMALONIC ACIDURIA, mut(0) TYPE	98	2	jan2013	pathogenic
EFNB1	Craniofrontonasal dysplasia	70	1	jan2013	pathogenic
HDAC4	Brachydactyly-Mental Retardation syndrome	14	1	jan2013	pathogenic
HTN3	HIS2*1/HIS2*2 POLYMORPHISM	7	1	jan2013	no known pathogenicity
CCDC50	Deafness, autosomal dominant 44	7	1	jan2013	pathogenic
AHI1	Joubert syndrome 3	63	1	jan2013	pathogenic
ZFHX3	Malignant tumor of prostate	7	1	jan2013	pathogenic
CSF2RA	Surfactant metabolism dysfunction, pulmonary,	14	1	jan2013	pathogenic
PGAM2	Dimauro disease	28	1	jan2013	pathogenic
KIF11		42	1	jan2013	pathogenic
SH3BP2	Fibrous dysplasia of jaw	49	1	jan2013	pathogenic
ITIH1	INTER-ALPHA-TRYPSIN INHIBITOR, HEAVY CHAIN 1 	21	1	jan2013	no known pathogenicity
MESP2	Spondylocostal dysostosis 2	70	1	jan2013	pathogenic
GABRA1	Epilepsy, juvenile myoclonic 5	14	2	jan2013	risk factor
CBX2	46,XY sex reversal, type 5	14	1	jan2013	pathogenic
FECH	Erythropoietic protoporphyria	112	1	jan2013	pathogenic
GABRA2	Alcoholism, susceptibility to	21	1	jan2013	risk factor
NLRP7	Hydatidiform mole	70	1	jan2013	pathogenic
NLRP1	Vitiligo-associated multiple autoimmune disea	7	1	jan2013	risk factor
ZBTB16	Skeletal defects, genital hypoplasia, and men	7	1	jan2013	pathogenic
SNCAIP	Reclassified - variant of unknown significanc	7	1	jan2013	variant of unknown significance
PSEN2	Alzheimer disease, type 4	70	2	jan2013	pathogenic
PSEN1	Alzheimer disease, type 3	329	9	jan2013	pathogenic
CDT1	Meier-Gorlin syndrome 4	35	1	jan2013	pathogenic
RAB18	Warburg micro syndrome 3	28	1	jan2013	pathogenic
MTO1	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY	14	1	jan2013	not provided
LRAT	RETINAL DYSTROPHY, EARLY-ONSET SEVERE, LRAT-R	28	3	jan2013	pathogenic
SRP72	BONE MARROW FAILURE, FAMILIAL	14	1	jan2013	pathogenic
LYST	Chediak-Higashi syndrome, childhood type	70	2	jan2013	pathogenic
MED23	Mental retardation, autosomal recessive 18	7	1	jan2013	pathogenic
ASL	Argininosuccinate lyase deficiency	42	1	jan2013	pathogenic
ACVR2B	Heterotaxy, visceral, 4, autosomal	14	1	jan2013	pathogenic
HSPG2	Schwartz Jampel syndrome type 1	70	2	jan2013	pathogenic
CSTB	Unverricht-Lundborg syndrome	42	2	jan2013	pathogenic
DOCK6	Adams-Oliver syndrome 2	14	1	jan2013	pathogenic
NAGLU	Mucopolysaccharidosis, MPS-III-B	98	1	jan2013	pathogenic
ASCL1	Congenital central hypoventilation	21	2	jan2013	pathogenic
COL5A2	Ehlers-Danlos syndrome, type 1	21	2	jan2013	pathogenic
COL5A1	Ehlers-Danlos syndrome, type 1	98	3	jan2013	pathogenic
LAMP2	Danon disease	98	2	jan2013	pathogenic
ACADSB	Deficiency of 2-methylbutyryl-CoA dehydrogena	35	1	jan2013	pathogenic
UNG	Immunodeficiency with hyper IgM type 5	49	1	jan2013	pathogenic
IGF2BP2	Diabetes mellitus, noninsulin-dependent, susc	7	1	jan2013	risk factor
ITK	Lymphoproliferative syndrome, ebv-associated,	7	1	jan2013	pathogenic
KIF1B	Neuroblastoma 1	42	3	jan2013	risk factor
ALDH2	Alcohol dependence	35	5	jan2013	risk factor
KL	Tumoral calcinosis, hyperphosphatemic	14	2	jan2013	pathogenic
SHOC2	Noonan-like syndrome with loose anagen hair	7	1	jan2013	pathogenic
RAD51	MIRROR MOVEMENTS 2	28	3	jan2013	pathogenic
RAD50	Familial cancer of breast	84	4	jan2013	variant of unknown significance
UVSSA	UV-SENSITIVE SYNDROME 3	21	1	jan2013	pathogenic
CC2D1A	Mental retardation, autosomal recessive 3	7	1	jan2013	pathogenic
NEU1	Sialidosis, type II	112	2	jan2013	pathogenic
IFNGR1	Disseminated atypical mycobacterial infection	154	11	jan2013	pathogenic
ERCC8	Cockayne syndrome	42	2	jan2013	pathogenic
NAGPA	Variant of unknown significance	21	1	jan2013	variant of unknown significance
IFNGR2	Disseminated atypical mycobacterial infection	42	3	jan2013	pathogenic
ERCC1	Cerebrooculofacioskeletal syndrome 4	14	1	jan2013	pathogenic
ERCC2	Xeroderma pigmentosum, group D	126	4	jan2013	pathogenic
ERCC3	Xeroderma pigmentosum, complementation group 	56	2	jan2013	pathogenic
ARMS2	Age-related macular degeneration 8	14	1	jan2013	risk factor
ERCC5	Xeroderma pigmentosum, group G	91	2	jan2013	pathogenic
ERCC6	Cockayne syndrome, type B	119	6	jan2013	pathogenic
SCN9A	Primary erythromelalgia	231	6	jan2013	pathogenic
CD244	Rheumatoid arthritis	7	1	jan2013	risk factor
MRPS16	Combined oxidative phosphorylation deficiency	7	1	jan2013	pathogenic
SOX9	Camptomelic dysplasia	133	4	jan2013	pathogenic
NLRP12	Familial cold autoinflammatory syndrome 2	14	1	jan2013	pathogenic
SOX2	Microphthalmia syndromic 3	119	2	jan2013	pathogenic
SOX3	Panhypopituitarism X-linked	21	2	jan2013	pathogenic
CILP	Lumbar disc disease, susceptibility to	7	1	jan2013	risk factor
CEBPA	AML - Acute myeloid leukemia	119	3	jan2013	pathogenic
ASAH1	Farbers lipogranulomatosis	49	2	jan2013	pathogenic
RAD54B	Familial colorectal cancer	14	2	jan2013	pathogenic
RAD54L	Non-Hodgkins lymphoma 	21	3	jan2013	other
UNC119	Cone-rod dystrophy	7	1	jan2013	pathogenic
PHKB	Glycogen storage disease IXb	42	1	jan2013	pathogenic
PFKM	Glycogen storage disease type 7	63	1	jan2013	pathogenic
ABCB7	Anemia sideroblastic and spinocerebellar atax	21	1	jan2013	pathogenic
TNNI3	Familial hypertrophic cardiomyopathy 7	140	5	jan2013	pathogenic
MED17	Microcephaly, postnatal progressive, with sei	7	1	jan2013	pathogenic
TTPA	Ataxia, friedreich-like, with isolated vitami	49	2	jan2013	pathogenic
MFSD8	Ceroid lipofuscinosis neuronal 7	49	1	jan2013	pathogenic
KLKB1	Prekallikrein deficiency	35	1	jan2013	pathogenic
TPP1	Ceroid lipofuscinosis, neuronal, 2	63	1	jan2013	pathogenic
KANSL1	17q21.31 microdeletion syndrome	42	1	jan2013	pathogenic
CYBB	Chronic granulomatous disease, X-linked	231	4	jan2013	pathogenic
CYBA	Granulomatous disease, chronic, autosomal rec	84	2	jan2013	pathogenic
TNFRSF11A	Osteopetrosis autosomal recessive 7	49	3	jan2013	pathogenic
TNFRSF11B	Hyperphosphatasemia with bone disease	35	1	jan2013	pathogenic
CEACAM16	DEAFNESS, AUTOSOMAL DOMINANT 4B	7	1	jan2013	pathogenic
CTNS	Cystinosis	175	4	jan2013	pathogenic
DHCR24	Desmosterolosis	42	1	jan2013	pathogenic
NPY	NEUROPEPTIDE Y POLYMORPHISM	7	1	jan2013	no known pathogenicity
CHRNA5	Lung cancer susceptibility 2	7	1	jan2013	risk factor
MCC	Colorectal cancer, somatic	14	1	jan2013	other
LCA5	Leber congenital amaurosis 5	28	1	jan2013	pathogenic
NOTCH2	Hajdu-Cheney syndrome	63	2	jan2013	pathogenic
AICDA	Immunodeficiency with hyper IgM type 2	77	1	jan2013	pathogenic
ADH1C	Alcohol dependence	21	2	jan2013	protective
ADH1B	Alcohol dependence	21	2	jan2013	protective
KAT6B	Young Simpson syndrome	84	2	jan2013	pathogenic
CACNG2	Mental retardation, autosomal dominant 10	7	1	jan2013	pathogenic
DNAL1	Ciliary dyskinesia, primary, 16	7	1	jan2013	pathogenic
TGIF1	Holoprosencephaly 4	42	1	jan2013	pathogenic
SYT14	Spinocerebellar ataxia, autosomal recessive 1	7	1	jan2013	pathogenic
MUSK	Myasthenic syndrome, congenital, associated w	21	1	jan2013	pathogenic
HSF4	Cataract, zonular	28	1	jan2013	pathogenic
CRLF1	Cold-induced sweating syndrome 1	140	2	jan2013	pathogenic
CHRNA3	Lung cancer susceptibility 2	7	1	jan2013	risk factor
MT-CO2	Cytochrome-c oxidase deficiency	35	2	jan2013	pathogenic
APOC2	Apolipoprotein C2 deficiency	147	13	jan2013	pathogenic
SLC30A8	Diabetes mellitus, noninsulin-dependent, susc	7	1	jan2013	risk factor
ATP2C1	Familial benign pemphigus	63	1	jan2013	pathogenic
SNRNP200	Retinitis Pigmentosa 33	7	1	jan2013	pathogenic
SFTPB	Surfactant metabolism dysfunction, pulmonary,	35	1	jan2013	pathogenic
USB1	Poikiloderma with neutropenia	28	1	jan2013	pathogenic
BHLHE41	Short sleeper	7	1	jan2013	pathogenic
PARK7	Parkinson disease 7	49	2	jan2013	pathogenic
PARK2	Parkinson disease 2	154	3	jan2013	pathogenic
POU6F2	Wilms tumor and radial bilateral aplasia	14	1	jan2013	pathogenic
GP9	Bernard-Soulier syndrome type C	42	1	jan2013	pathogenic
GP6	Bleeding disorder, platelet-type, 11	28	1	jan2013	pathogenic
GUSB	Mucopolysaccharidosis type VII	112	1	jan2013	pathogenic
HLA-DPB1	Beryllium disease, chronic, susceptibility to	7	1	jan2013	risk factor
CETP	High density lipoprotein cholesterol level qu	35	3	jan2013	pathogenic
GPI	Hemolytic anemia, nonspherocytic, due to gluc	70	2	jan2013	pathogenic
SIL1	Marinesco-Sjögren syndrome	70	1	jan2013	pathogenic
ETFDH	GLUTARIC ACIDEMIA IIC	56	2	jan2013	pathogenic
SLC25A22	Early myoclonic encephalopathy	14	1	jan2013	pathogenic
SLC25A20	Carnitine acylcarnitine translocase deficienc	49	1	jan2013	pathogenic
GPT	GLUTAMIC PYRUVATE TRANSAMINASE POLYMORPHISM	7	1	jan2013	no known pathogenicity
DICER1	Pleuropulmonary blastoma	77	2	jan2013	pathogenic
MDM2	Accelerated tumor formation, susceptibility t	7	1	jan2013	risk factor
ROR2	Robinow syndrome, autosomal recessive	112	5	jan2013	pathogenic
GMPR	GMP REDUCTASE POLYMORPHISM	7	1	jan2013	no known pathogenicity
PLA2G4A	PHOSPHOLIPASE A2, GROUP IV A, DEFICIENCY OF	14	1	jan2013	pathogenic
MAN1B1	Mental retardation, autosomal recessive 15	21	1	jan2013	pathogenic
RSPO1	Palmoplantar hyperkeratosis with squamous cel	21	2	jan2013	pathogenic
ATIC	Aica-ribosiduria due to atic deficiency	14	1	jan2013	pathogenic
NIN	SECKEL SYNDROME 7	14	1	jan2013	not provided
RSPO4	Anonychia	56	1	jan2013	pathogenic
DHODH	Miller syndrome	63	1	jan2013	pathogenic
MYLK	Aortic aneurysm, familial thoracic 7	14	1	jan2013	pathogenic
KIT	Partial albinism	189	12	jan2013	pathogenic
EDAR	Autosomal recessive hypohidrotic ectodermal d	98	3	jan2013	pathogenic
MYO5B	Congenital microvillous atrophy	42	1	jan2013	pathogenic
MYO5A	Griscelli syndrome type 1	21	2	jan2013	pathogenic
KCNV2	Retinal cone dystrophy 3B	56	1	jan2013	pathogenic
SNTA1	Cardiac arrhythmia	14	2	jan2013	pathogenic
IFT43	Cranioectodermal dysplasia 3	7	1	jan2013	pathogenic
HPS3	Hermansky-Pudlak syndrome 3	63	1	jan2013	pathogenic
PLCB1	Epileptic encephalopathy, early infantile, 12	7	1	jan2013	pathogenic
TSHB	Secondary hypothyroidism	35	1	jan2013	pathogenic
CRX	Cone-rod dystrophy 2	70	2	jan2013	pathogenic
GLUD2	Parkinsons disease	7	1	jan2013	pathogenic
NOP10	Dyskeratosis congenita autosomal recessive	7	1	jan2013	pathogenic
TSHR	Hypothyroidism, congenital, nongoitrous, 1	238	6	jan2013	pathogenic
AP4B1	Cerebral palsy, spastic quadriplegic, 5	14	1	jan2013	pathogenic
B9D2	Meckel syndrome, type 10	7	1	jan2013	pathogenic
B9D1	Meckel syndrome, type 9	14	1	jan2013	pathogenic
SDHAF1	Mitochondrial complex II deficiency	14	1	jan2013	pathogenic
SDHAF2	Paragangliomas 2	7	1	jan2013	pathogenic
SUMF1	Multiple sulfatase deficiency	126	1	jan2013	pathogenic
PLCB4	Auriculocondylar syndrome 2	35	1	jan2013	pathogenic
GLDC	Non-ketotic hyperglycinemia	70	1	jan2013	pathogenic
EGF	Hypomagnesemia 4, renal	7	1	jan2013	pathogenic
MKS1	Meckel syndrome type1	49	2	jan2013	pathogenic
PC	Pyruvate carboxylase deficiency	147	1	jan2013	pathogenic
IRGM	Inflammatory bowel disease 19	7	1	jan2013	risk factor
HARS	Usher syndrome, type 3B	7	1	jan2013	pathogenic
TRPM4	Progressive familial heart block type 1B	42	1	jan2013	not provided
TRPM6	Hypomagnesemia 1, intestinal	77	1	jan2013	pathogenic
TRPM7	Amyotrophic lateral sclerosis-parkinsonism/de	7	1	jan2013	risk factor
TRPM1	Night blindness, congenital stationary, type 	70	1	jan2013	pathogenic
B4GALT7	Ehlers-Danlos syndrome progeroid type	21	1	jan2013	pathogenic
PGK1	PHOSPHOGLYCERATE KINASE 1, PGK II	105	15	jan2013	pathogenic
FCN3	Immunodeficiency due to ficolin 3 deficiency	7	1	jan2013	pathogenic
ACSF3	Combined malonic and methylmalonic aciduria	63	1	jan2013	pathogenic
TUBB3	Fibrosis of extraocular muscles, congenital, 	63	2	jan2013	pathogenic
TUBB1	MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, TU	7	1	jan2013	pathogenic
FAN1	INTERSTITIAL NEPHRITIS, KARYOMEGALIC	56	1	jan2013	not provided
HERC2	Skin/hair/eye pigmentation, variation in, 1	21	1	jan2013	pathogenic
APTX	Adult onset ataxia with oculomotor apraxia	63	1	jan2013	pathogenic
CR2	IMMUNODEFICIENCY, COMMON VARIABLE, 7	21	2	jan2013	not provided
LCT	Congenital lactase deficiency	21	1	jan2013	pathogenic
CR1	Malaria, severe, resistance to	7	1	jan2013	pathogenic
IMPG2	Retinitis pigmentosa 56	35	2	jan2013	pathogenic
GALK1	Deficiency of galactokinase	42	1	jan2013	pathogenic
TNFRSF1A	TNF receptor-associated periodic fever syndro	91	2	jan2013	pathogenic
OTOA	Deafness, autosomal recessive 22	14	1	jan2013	pathogenic
SLURP1	Acroerythrokeratoderma	63	1	jan2013	pathogenic
OTOF	Deafness, autosomal recessive 9	378	2	jan2013	pathogenic
STRC	Deafness, autosomal recessive 16	21	1	jan2013	pathogenic
GPD1L	Brugada syndrome 2	35	2	jan2013	pathogenic
AGTR1	Renal dysplasia	21	2	jan2013	pathogenic
SYN1	EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DI	7	1	jan2013	pathogenic
HMX1	Oculoauricular syndrome	7	1	jan2013	pathogenic
CDAN1	Congenital dyserythropoietic anemia, type I	119	2	jan2013	pathogenic
CD4	Okt4 epitope deficiency	7	1	jan2013	pathogenic
DDC	Deficiency of aromatic-L-amino-acid decarboxy	49	1	jan2013	pathogenic
CCR2	Congenital human immunodeficiency virus	7	1	jan2013	pathogenic
DARS2	Leukoencephalopathy with Brainstem and Spinal	105	1	jan2013	pathogenic
CCR5	Congenital human immunodeficiency virus	91	10	jan2013	pathogenic
CDSN	Hypotrichosis 2	21	2	jan2013	pathogenic
LAMC3	Cortical malformations, occipital	28	1	jan2013	pathogenic
DNAAF1	Ciliary dyskinesia, primary, 13	35	1	jan2013	pathogenic
DNAAF2	Ciliary dyskinesia, primary, 10	14	1	jan2013	pathogenic
DNAAF3	Ciliary dyskinesia, primary, 2	21	1	jan2013	pathogenic
RAF1	Noonan syndrome 5	70	3	jan2013	pathogenic
EHMT1	Chromosome 9q deletion syndrome	28	1	jan2013	pathogenic
CEP164	NEPHRONOPHTHISIS 15	35	1	jan2013	not provided
STAT4	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY 	7	1	jan2013	not provided
STAT3	Hyperimmunoglobulin E syndrome	119	1	jan2013	pathogenic
SEC23A	Craniolenticulosutural dysplasia	7	1	jan2013	pathogenic
SEC23B	Congenital dyserythropoietic anemia, type II	42	1	jan2013	pathogenic
CD81	Immunodeficiency, common variable, 6	7	1	jan2013	pathogenic
HPRT1	Lesch-Nyhan syndrome	609	32	jan2013	pathogenic
CHRNB2	Epilepsy, nocturnal frontal lobe, type 3	14	1	jan2013	pathogenic
ICAM4	BLOOD GROUP SYSTEM, LANDSTEINER-WIENER	14	1	jan2013	no known pathogenicity
STOX1	Preeclampsia/eclampsia 4	14	1	jan2013	pathogenic
BEAN1	Spinocerebellar ataxia 31	7	1	jan2013	pathogenic
NDUFA10	Leigh syndrome due to mitochondrial complex I	14	1	jan2013	pathogenic
DPM3	not specified	21	2	jan2013	not provided
DPM1	Congenital disorder of glycosylation type 1E	21	1	jan2013	pathogenic
FOXF1	Alveolar capillary dysplasia with misalignmen	28	1	jan2013	pathogenic
IGBP1	Corpus callosum, agenesis of, with mental ret	7	1	jan2013	pathogenic
PDYN	Spinocerebellar ataxia 23	28	1	jan2013	pathogenic
SCP2	Leukoencephalopathy with dystonia and motor n	7	1	jan2013	pathogenic
ERCC4	XERODERMA PIGMENTOSUM, TYPE F	21	2	jan2013	pathogenic
LRTOMT	Deafness, autosomal recessive 63	35	1	jan2013	pathogenic
ANG	Amyotrophic lateral sclerosis type 9	70	1	jan2013	pathogenic
OCLN	Band-like calcification with simplified gyrat	28	1	jan2013	pathogenic
